date,location_key,search_trends_cough,search_trends_fever
2021-12-22,HM,,
2020-11-02,HN,,
2021-04-10,HN,,
2020-12-27,HN,,
2021-06-21,HN,,
2022-03-24,HN,,
2022-02-04,HN,,
2021-09-12,HN,,
2020-07-15,HN,,
2021-08-23,HN,,
2021-10-21,HR,,
2020-12-26,HR,,
2020-07-01,HR,,
2021-06-22,HR,,
2020-09-05,HR,,
2020-10-01,HR,,
2022-09-02,HR,,
2021-10-22,HT,,
2022-07-22,HT,,
2022-09-10,HT,,
2021-12-17,HT,,
2021-05-11,HT,,
2021-04-04,HT,,
2021-11-14,HT,,
2021-02-08,HT,,
2021-05-31,HU,,
2022-03-09,HU,,
2021-05-02,HU,,
2022-03-08,HU,,
2022-03-03,HU,,
2022-01-07,HU,,
2022-05-06,HU,,
2021-08-28,HU,,
2021-08-04,HU,,
2020-08-24,ID,,
2020-10-18,ID,,
2022-01-04,ID,,
2021-07-02,ID,,
2021-09-27,ID,,
2020-08-19,ID,,
2021-01-22,ID,,
2021-10-25,ID,,
2020-11-25,ID,,
2021-07-31,ID,,
2021-01-11,ID,,
2021-11-08,ID,,
2021-01-02,ID,,
2021-03-04,ID,,
2022-07-26,IE,6.05,5.32
2022-03-11,IE,8.56,6.07
2021-10-27,IE,11.22,6.42
2022-01-18,IE,5.43,4.8
2021-05-19,IE,4.19,3.95
2021-03-30,IE,4.14,4.21
2021-12-01,IE,9.28,5.79
2021-10-22,IE,9.66,5.37
2021-06-04,IE,4.13,3.87
2022-01-29,IE,5.95,4.6
2021-08-27,IE,4.42,4.48
2020-10-14,IE,4.91,6.1
2021-11-24,IE,9.95,6.19
2022-02-14,IE,6.94,9.37
2020-11-24,IE,3.95,3.96
2022-02-20,IE,7.58,5.45
2021-08-19,IL,,
2021-01-03,IL,,
2021-09-22,IL,,
2021-10-15,IL,,
2020-08-06,IL,,
2021-03-20,IL,,
2020-09-18,IL,,
2021-04-11,IL,,
2021-07-01,IM,,
2021-02-28,IM,,
2020-11-13,IM,,
2021-07-07,IM,,
2022-03-31,IN,,
2022-06-05,IO,,
2021-04-04,IO,,
2022-06-04,IO,,
2022-07-24,IO,,
2022-07-10,IO,,
2022-05-27,IO,,
2022-03-24,IO,,
2022-08-04,IQ,,
2021-01-04,IQ,,
2021-01-08,IQ,,
2022-08-02,IQ,,
2020-09-13,IQ,,
2022-01-15,IQ,,
2020-11-08,IQ,,
2022-03-07,IQ,,
2022-05-29,IR,,
2020-11-13,IR,,
2021-03-21,IR,,
2021-12-09,IR,,
2021-06-08,IS,,
2021-11-28,IS,,
2022-04-26,IS,,
2020-10-10,IS,,
2021-03-13,IS,,
2022-06-05,IS,,
2021-06-26,IS,,
2021-05-22,IS,,
2021-08-28,IT,,
2020-09-19,IT,,
2022-04-19,IT,,
2022-09-16,IT,,
2021-09-11,IT,,
2021-01-25,IT,,
2022-06-05,IT,,
2022-03-18,IT,,
2020-08-30,IT,,
2021-11-11,IT,,
2022-07-31,IT,,
2022-06-17,IT,,
2020-10-30,JE,,
2021-12-22,JE,,
2021-10-02,JE,,
2020-10-02,JE,,
2021-09-30,JE,,
2020-07-05,JE,,
2022-06-20,JE,,
2021-02-16,JM,,
2021-04-01,JM,,
2021-08-08,JM,,
2022-08-30,JM,,
2022-06-09,JM,,
2021-06-13,JM,,
2021-12-25,JM,,
2020-11-19,JM,,
2020-07-30,JM,,
2021-10-18,JM,,
2021-12-17,JM,,
2022-08-05,JO,,
2022-01-02,JO,,
2021-06-26,JO,,
2022-08-13,JO,,
2021-06-03,JO,,
2020-10-16,JO,,
2021-01-22,JO,,
2021-07-26,JO,,
2022-07-23,JO,,
2020-11-02,JO,,
2020-08-29,JO,,
2021-07-05,JP,,
2020-07-18,JP,,
2020-09-01,JP,,
2021-12-17,JP,,
2022-01-11,JP,,
2020-09-05,JP,,
2020-11-22,JP,,
2021-11-07,JP,,
2022-07-07,JP,,
2021-02-07,JP,,
2020-11-10,JP,,
2021-02-12,JP,,
2020-10-11,JP,,
2020-12-16,JP,,
2022-04-04,JP,,
2020-12-27,KE,,
2021-02-21,KE,,
2021-01-19,KE,,
2021-06-16,KE,,
2022-09-09,KE,,
2022-01-15,KE,,
2022-07-10,KE,,
2020-10-11,KE,,
2020-08-29,KE,,
2021-09-13,KE,,
2021-05-28,KE,,
2021-02-08,KE,,
2021-01-06,KG,,
2022-03-24,KG,,
2022-01-13,KG,,
2021-12-05,KG,,
2021-11-30,KG,,
2021-11-19,KG,,
2021-06-25,KG,,
2021-10-10,KG,,
2021-02-04,KG,,
2020-09-11,KH,,
2021-05-13,KH,,
2020-10-02,KH,,
2021-12-02,KH,,
2020-11-20,KH,,
2021-08-19,KH,,
2022-02-15,KH,,
2022-01-08,KH,,
2021-07-10,KH,,
2022-06-19,KH,,
2021-08-17,KH,,
2021-04-22,KH,,
2021-12-04,KH,,
2020-10-19,KI,,
2021-11-13,KI,,
2020-08-26,KI,,
2021-08-09,KI,,
2020-08-18,KI,,
2021-02-24,KI,,
2020-07-31,KI,,
2021-11-21,KI,,
2020-08-27,KM,,
2021-12-08,KM,,
2022-03-08,KM,,
2021-10-18,KM,,
2020-08-30,KM,,
2021-06-27,KM,,
2022-07-21,KM,,
2020-08-19,KM,,
2020-12-31,KM,,
2022-05-31,KM,,
2021-12-04,KN,,
2022-03-27,KN,,
2022-03-02,KN,,
2021-11-02,KN,,
2022-04-23,KN,,
2021-03-14,KN,,
2020-09-02,KN,,
2022-02-09,KN,,
2022-05-07,KN,,
2021-04-21,KN,,
2021-02-09,KN,,
2021-02-25,KN,,
2020-08-23,KP,,
2020-07-07,KP,,
2022-08-30,KP,,
2022-05-10,KP,,
2020-12-04,KP,,
2021-08-28,KP,,
2020-07-24,KP,,
2021-03-17,KP,,
2022-04-12,KP,,
2020-08-20,KR,,
2021-01-28,KR,,
2021-06-05,KR,,
2020-10-05,KR,,
2021-07-29,KR,,
2021-01-13,KR,,
2021-08-07,KR,,
2022-01-26,KR,,
2022-07-16,KR,,
2020-08-01,KW,,
2022-02-26,KW,,
2020-12-15,KW,,
2021-09-08,KW,,
2021-02-22,KW,,
2021-02-28,KW,,
2021-07-16,KW,,
2020-11-23,KW,,
2021-08-27,KW,,
2020-08-10,KW,,
2020-12-27,KW,,
2022-07-08,KY,,
2022-06-21,KY,,
2021-04-03,KY,,
2021-01-29,KY,,
2022-06-23,KY,,
2020-12-29,KY,,
2021-04-06,KY,,
2022-05-05,KY,,
2022-08-27,KY,,
2020-12-07,KY,,
2021-01-14,KY,,
2020-12-04,KY,,
2021-08-24,KY,,
2022-06-16,KZ,,
2020-12-22,KZ,,
2021-04-16,KZ,,
2020-08-14,KZ,,
2022-04-17,KZ,,
2022-01-29,KZ,,
2022-08-16,KZ,,
2021-10-17,KZ,,
2021-06-24,KZ,,
2021-07-27,KZ,,
2021-10-23,KZ,,
2020-09-10,LA,,
2022-01-06,LA,,
2021-01-06,LA,,
2022-06-20,LA,,
2020-11-23,LA,,
2021-09-21,LA,,
2022-05-24,LA,,
2022-01-04,LA,,
2021-03-17,LA,,
2021-12-25,LA,,
2021-09-11,LA,,
2021-01-27,LA,,
2021-12-19,LA,,
2021-10-11,LA,,
2021-06-20,LB,,
2022-09-07,LB,,
2021-02-10,LB,,
2022-08-09,LB,,
2021-12-21,LB,,
2022-01-15,LB,,
2021-06-23,LC,,
2020-09-25,LC,,
2021-02-15,LC,,
2022-08-23,LC,,
2020-07-25,LC,,
2022-04-19,LC,,
2022-07-03,LC,,
2022-05-21,LC,,
2021-01-10,LC,,
2022-03-17,LC,,
2021-02-14,LC,,
2021-09-03,LC,,
2022-04-07,LC,,
2021-06-16,LI,,
2022-01-02,LI,,
2020-10-28,LI,,
2020-10-24,LI,,
2022-08-21,LI,,
2021-07-12,LI,,
2022-07-12,LI,,
2022-07-14,LI,,
2022-03-22,LI,,
2021-09-03,LI,,
2021-09-19,LI,,
2020-09-05,LI,,
2021-08-15,LI,,
2022-08-24,LK,,
2022-03-09,LK,,
2022-08-23,LK,,
2020-10-25,LK,,
2021-12-06,LK,,
2020-08-31,LK,,
2022-03-12,LK,,
2022-09-01,LK,,
2021-10-14,LK,,
2022-03-25,LK,,
2021-02-23,LK,,
2022-03-28,LK,,
2022-02-26,LR,,
2022-08-28,LR,,
2020-10-06,LR,,
2020-10-26,LR,,
2022-04-17,LR,,
2022-03-15,LR,,
2020-11-20,LR,,
2022-03-04,LR,,
2021-11-28,LS,,
2021-09-03,LS,,
2022-04-23,LS,,
2021-07-05,LS,,
2020-11-28,LS,,
2020-09-10,LS,,
2021-07-24,LS,,
2021-09-01,LS,,
2022-02-12,LS,,
2021-04-01,LS,,
2021-01-06,LS,,
2022-01-01,LS,,
2022-07-05,LS,,
2022-05-21,LT,,
2020-07-13,LT,,
2022-08-21,LT,,
2022-07-20,LT,,
2021-12-07,LU,,
2022-01-26,LU,,
2021-06-22,LU,,
2021-07-13,LU,,
2021-05-02,LU,,
2021-04-04,LU,,
2021-10-07,LU,,
2022-02-08,LU,,
2022-08-01,LU,,
2022-01-25,LU,,
2022-01-12,LU,,
2022-08-17,LV,,
2022-01-09,LV,,
2020-10-01,LV,,
2021-01-06,LV,,
2021-02-18,LV,,
2021-09-14,LV,,
2021-10-23,LV,,
2020-12-07,LV,,
2021-03-02,LV,,
2021-11-13,LV,,
2022-08-22,LV,,
2020-10-02,LY,,
2022-07-23,LY,,
2020-07-30,LY,,
2021-02-17,LY,,
2022-01-03,LY,,
2021-09-27,LY,,
2021-01-05,LY,,
2021-07-29,LY,,
2022-01-26,LY,,
2022-08-27,LY,,
2022-07-21,LY,,
2020-09-17,MA,,
2021-10-26,MA,,
2021-03-05,MA,,
2022-07-29,MA,,
2022-08-06,MA,,
2022-03-23,MA,,
2020-08-18,MA,,
2020-08-03,MA,,
2021-07-24,MA,,
2021-12-07,MC,,
2020-09-19,MC,,
2021-12-10,MC,,
2020-12-03,MC,,
2021-07-25,MC,,
2021-10-15,MC,,
2021-01-21,MC,,
2022-06-01,MC,,
2022-01-06,MC,,
2020-11-15,MC,,
2022-03-05,MC,,
2022-07-02,MD,,
2022-06-30,MD,,
2022-02-16,MD,,
2022-09-09,MD,,
2022-03-11,MD,,
2021-02-15,MD,,
2020-10-04,MD,,
2020-08-30,MD,,
2021-10-29,MD,,
2021-12-12,MD,,
2021-09-05,MD,,
2020-09-08,MD,,
2022-06-26,MD,,
2021-10-17,MD,,
2021-12-18,ME,,
2021-02-01,ME,,
2021-01-27,ME,,
2021-02-27,ME,,
2020-09-05,ME,,
2021-04-28,ME,,
2022-07-06,ME,,
2022-04-07,ME,,
2021-04-08,ME,,
2021-11-13,ME,,
2021-05-06,MG,,
2022-03-06,MG,,
2021-09-18,MG,,
2021-11-18,MG,,
2021-07-08,MG,,
2022-08-15,MG,,
2022-03-14,MG,,
2021-07-14,MG,,
2020-09-22,MH,,
2021-10-21,MH,,
2022-07-06,MH,,
2021-11-21,MH,,
2022-04-19,MH,,
2021-12-09,MH,,
2022-09-15,MH,,
2021-03-24,MH,,
2022-01-25,MH,,
2022-08-06,MH,,
2021-11-10,MK,,
2021-12-28,MK,,
2021-08-25,MK,,
2022-01-04,MK,,
2021-01-04,MK,,
2021-10-12,MK,,
2021-10-19,MK,,
2022-04-16,MK,,
2021-01-10,MK,,
2020-07-07,MK,,
2021-05-29,MK,,
2021-10-13,MK,,
2021-02-05,MK,,
2020-08-20,ML,,
2021-03-06,ML,,
2021-07-18,ML,,
2021-08-04,ML,,
2020-09-01,ML,,
2020-12-31,MM,,
2021-07-25,MM,,
2020-07-21,MM,,
2021-06-25,MM,,
2022-09-12,MM,,
2021-08-14,MM,,
2020-10-27,MN,,
2022-04-26,MN,,
2021-04-28,MN,,
2021-02-01,MN,,
2022-06-18,MN,,
2021-03-29,MN,,
2020-09-14,MN,,
2021-01-03,MN,,
2022-07-16,MN,,
2021-08-04,MN,,
2021-11-08,MN,,
2022-02-01,MN,,
2020-10-04,MO,,
2021-10-31,MO,,
2021-12-16,MO,,
2021-01-25,MO,,
2021-10-21,MO,,
2020-10-24,MO,,
2020-09-16,MO,,
2021-08-08,MO,,
2021-11-09,MO,,
2022-07-06,MO,,
2021-02-20,MO,,
2021-10-20,MO,,
2022-08-06,MO,,
2021-12-17,MO,,
2020-12-14,MP,,
2022-02-17,MP,,
2022-03-18,MP,,
2021-10-21,MP,,
2022-07-23,MP,,
2022-06-15,MP,,
2021-04-24,MP,,
2021-04-19,MQ,,
2022-05-18,MQ,,
2021-08-09,MQ,,
2022-09-13,MQ,,
2022-07-21,MQ,,
2022-05-01,MQ,,
2022-01-20,MQ,,
2022-06-15,MQ,,
2020-08-31,MQ,,
2021-12-09,MQ,,
2020-08-24,MR,,
2021-09-17,MR,,
2022-04-02,MR,,
2021-05-09,MR,,
2020-10-10,MR,,
2020-10-11,MR,,
2021-01-30,MR,,
2022-06-26,MS,,
2020-10-01,MS,,
2020-07-11,MS,,
2022-07-23,MS,,
2021-12-10,MS,,
2020-08-05,MS,,
2022-06-28,MS,,
2021-10-11,MT,,
2022-01-20,MT,,
2022-02-04,MT,,
2021-06-23,MT,,
2021-09-17,MT,,
2022-07-31,MT,,
2021-02-18,MT,,
2021-03-15,MT,,
2020-11-23,MT,,
2021-08-17,MT,,
2021-07-20,MT,,
2021-07-22,MT,,
2022-03-25,MU,,
2020-08-14,MU,,
2020-08-05,MU,,
2021-10-07,MU,,
2021-09-03,MU,,
2022-04-10,MU,,
2022-03-09,MU,,
2022-04-21,MV,,
2022-01-23,MV,,
2021-07-04,MV,,
2020-08-20,MV,,
2020-11-11,MV,,
2021-07-28,MV,,
2022-06-13,MV,,
2022-03-23,MV,,
2020-07-25,MV,,
2021-04-04,MW,,
2021-06-15,MW,,
2022-04-22,MW,,
2021-08-16,MX,,
2021-09-09,MX,,
2021-04-23,MX,,
2021-07-29,MX,,
2020-11-02,MX,,
2020-08-15,MX,,
2021-03-02,MX,,
2021-05-24,MX,,
2021-12-27,MX,,
2020-12-17,MX,,
2022-09-11,MY,,
2022-07-13,MY,,
2020-10-23,MZ,,
2021-07-19,MZ,,
2021-10-31,MZ,,
2022-04-16,MZ,,
2022-05-05,MZ,,
2021-08-14,MZ,,
2022-01-16,MZ,,
2020-11-07,MZ,,
2022-06-28,MZ,,
2020-12-13,MZ,,
2022-03-25,NA,,
2022-04-25,NA,,
2021-06-16,NA,,
2021-04-21,NA,,
2020-09-03,NA,,
2020-07-08,NA,,
2021-01-17,NC,,
2021-05-15,NC,,
2021-12-31,NC,,
2021-02-22,NC,,
2022-08-06,NC,,
2022-02-21,NC,,
2021-06-23,NC,,
2021-10-08,NC,,
2021-04-03,NC,,
2021-01-15,NE,,
2022-01-31,NE,,
2022-09-10,NE,,
2021-01-31,NE,,
2021-03-03,NE,,
2021-06-24,NE,,
2020-10-31,NE,,
2021-04-17,NE,,
2021-01-02,NE,,
2021-11-27,NE,,
2022-04-18,NE,,
2022-08-09,NE,,
2021-08-07,NE,,
2021-10-07,NF,,
2021-10-08,NF,,
2022-03-04,NF,,
2022-01-16,NF,,
2021-07-19,NF,,
2021-03-05,NF,,
2022-01-10,NF,,
2022-06-03,NF,,
2022-06-22,NF,,
2022-02-27,NF,,
2020-09-16,NF,,
2022-04-12,NG,,
2020-08-23,NG,,
2021-07-29,NG,,
2020-11-25,NG,,
2020-07-15,NG,,
2021-08-18,NG,,
2022-08-08,NI,,
2021-01-27,NI,,
2021-12-11,NI,,
2021-03-16,NI,,
2020-07-18,NI,,
2021-12-26,NI,,
2021-06-08,NI,,
2020-08-27,NI,,
2022-01-31,NI,,
2021-03-12,NI,,
2020-10-06,NL,,
2021-01-14,NL,,
2022-03-19,NL,,
2022-06-18,NL,,
2021-10-18,NL,,
2021-04-28,NL,,
2021-07-03,NL,,
2022-07-29,NL,,
2022-06-09,NL,,
2022-08-25,NL,,
2021-01-29,NO,,
2022-07-26,NO,,
2020-09-06,NO,,
2022-04-19,NO,,
2021-04-06,NO,,
2022-05-27,NO,,
2021-11-08,NO,,
2022-07-11,NO,,
2021-01-15,NO,,
2022-06-15,NO,,
2021-07-07,NO,,
2021-07-30,NO,,
2021-07-10,NP,,
2021-09-07,NP,,
2022-05-02,NP,,
2020-12-13,NP,,
2021-02-07,NP,,
2020-11-12,NP,,
2020-12-06,NP,,
2022-03-11,NP,,
2022-06-09,NP,,
2020-08-25,NP,,
2020-09-19,NP,,
2022-06-06,NP,,
2022-02-11,NP,,
2022-07-29,NP,,
2021-05-31,NP,,
2021-07-03,NP,,
2021-02-02,NP,,
2022-04-12,NP,,
2022-03-24,NR,,
2022-01-19,NR,,
2021-06-23,NR,,
2022-03-18,NR,,
2022-01-08,NR,,
2022-05-14,NR,,
2020-08-13,NR,,
2022-04-28,NR,,
2020-07-04,NR,,
2021-07-01,NU,,
2021-12-11,NU,,
2022-01-04,NU,,
2022-03-17,NU,,
2021-05-18,NU,,
2021-04-23,NU,,
2021-07-28,NU,,
2022-08-14,NU,,
2020-12-04,NU,,
2022-05-03,NZ,10.56,6.3
2020-11-14,OM,,
2021-11-06,OM,,
2021-02-06,OM,,
2022-04-11,OM,,
2020-10-20,OM,,
2022-06-23,OM,,
2020-12-03,OM,,
2022-07-08,OM,,
2022-08-03,OM,,
2021-04-12,OM,,
2021-04-08,OM,,
2022-03-09,PA,,
2021-08-17,PA,,
2021-05-20,PA,,
2021-05-16,PA,,
2022-07-25,PE,,
2022-06-05,PE,,
2022-08-10,PE,,
2021-08-02,PF,,
2020-07-24,PF,,
2021-03-18,PF,,
2021-06-30,PF,,
2021-02-17,PF,,
2021-08-01,PF,,
2021-07-01,PF,,
2022-02-24,PG,,
2020-07-18,PG,,
2022-07-26,PG,,
2021-05-12,PG,,
2020-07-26,PG,,
2021-11-04,PG,,
2022-06-22,PG,,
2022-01-19,PG,,
2020-08-04,PG,,
2022-08-19,PG,,
2022-01-03,PG,,
2022-04-20,PH,,
2021-09-23,PH,,
2021-11-23,PH,,
2020-09-19,PK,,
2021-10-24,PK,,
2020-10-17,PK,,
2021-01-21,PK,,
2022-07-06,PK,,
2021-04-14,PK,,
2022-04-22,PK,,
2022-09-06,PK,,
2020-07-01,PK,,
2020-10-21,PK,,
2022-02-16,PL,,
2021-04-21,PL,,
2020-11-20,PL,,
2021-05-21,PL,,
2021-08-02,PL,,
2021-11-27,PL,,
2021-05-12,PL,,
2021-05-09,PL,,
2021-12-04,PL,,
2021-05-27,PL,,
2021-08-22,PN,,
2021-09-04,PN,,
2021-01-31,PN,,
2022-07-06,PN,,
2020-11-17,PN,,
2021-12-20,PN,,
2020-08-31,PN,,
2020-12-31,PN,,
2021-05-20,PN,,
2021-08-30,PR,,
2021-05-01,PR,,
2022-02-16,PR,,
2021-12-15,PR,,
2021-04-21,PR,,
2022-04-25,PR,,
2020-10-31,PR,,
2020-09-10,PR,,
2022-03-24,PR,,
2021-09-01,PR,,
2020-08-12,PR,,
2022-08-24,PR,,
2022-02-06,PS,,
2021-11-27,PS,,
2020-07-23,PS,,
2022-08-26,PS,,
2021-05-14,PS,,
2020-10-16,PS,,
2022-07-20,PS,,
2020-08-30,PT,,
2020-11-04,PT,,
2021-10-07,PT,,
2022-08-07,PT,,
2022-05-03,PT,,
2021-08-17,PT,,
2021-10-11,PT,,
2021-01-08,PT,,
2020-09-03,PT,,
2022-05-19,PT,,
2022-06-18,PT,,
2022-05-04,PT,,
2021-12-16,PW,,
2020-08-30,PW,,
2020-07-06,PW,,
2021-04-23,PW,,
2020-08-07,PW,,
2021-07-09,PW,,
2022-06-19,PW,,
2021-02-15,PY,,
2021-09-15,PY,,
2020-10-18,PY,,
2021-04-18,PY,,
2021-02-21,PY,,
2021-05-20,PY,,
2022-03-28,PY,,
2021-05-01,PY,,
2021-11-12,PY,,
2020-07-16,PY,,
2022-01-20,QA,,
2021-10-26,QA,,
2022-08-02,QA,,
2022-07-02,QA,,
2021-07-16,RE,,
2021-08-23,RE,,
2021-01-10,RE,,
2021-06-06,RE,,
2021-04-05,RE,,
2021-04-25,RE,,
2020-08-14,RE,,
2021-11-26,RE,,
2021-01-01,RE,,
2021-01-02,RE,,
2021-05-16,RE,,
2021-11-15,RE,,
2021-06-03,RE,,
2022-01-29,RE,,
2022-05-26,RE,,
2022-06-29,RO,,
2021-01-23,RS,,
2021-05-30,RS,,
2021-05-25,RS,,
2021-03-28,RS,,
2022-01-03,RS,,
2021-10-09,RS,,
2022-04-25,RU,,
2021-10-23,RU,,
2021-11-28,RU,,
2021-08-29,RU,,
2021-12-01,RU,,
2021-12-30,RU,,
2021-03-24,RU,,
2021-12-26,RU,,
2020-08-20,RU,,
2022-09-08,RU,,
2022-09-04,RW,,
2021-03-30,RW,,
2021-09-29,RW,,
2021-06-25,RW,,
2021-08-14,SA,,
2021-11-08,SA,,
2020-07-04,SA,,
2021-06-25,SA,,
2020-10-27,SA,,
2020-07-10,SA,,
2021-11-26,SA,,
2020-10-09,SB,,
2022-01-07,SB,,
2021-11-10,SB,,
2020-09-18,SB,,
2021-03-31,SB,,
2022-05-24,SB,,
2022-04-19,SC,,
2022-09-06,SC,,
2021-06-01,SC,,
2021-09-30,SC,,
2022-05-30,SC,,
2022-09-02,SC,,
2020-09-25,SC,,
2022-06-04,SC,,
2022-07-08,SD,,
2021-01-19,SD,,
2020-12-31,SD,,
2020-10-02,SD,,
2021-03-29,SD,,
2021-10-21,SD,,
2020-11-29,SD,,
2020-09-02,SD,,
2022-08-08,SD,,
2021-12-30,SD,,
2021-10-02,SD,,
2022-02-15,SD,,
2020-12-18,SD,,
2020-12-12,SE,,
2021-08-03,SE,,
2021-05-05,SE,,
2021-11-10,SE,,
2021-02-09,SE,,
2020-08-06,SE,,
2020-07-30,SE,,
2021-02-05,SG,4.74,4.04
2021-12-13,SG,5.02,3.84
2022-01-14,SG,5.79,5.67
2020-07-13,SG,3.82,7.91
2021-01-21,SG,5.22,5.04
2021-12-27,SG,4.97,5.07
2021-02-12,SG,4.49,4.71
2021-06-12,SG,3.82,4.73
2022-08-06,SG,10.35,8.62
2022-05-18,SH,,
2022-04-28,SH,,
2022-01-06,SH,,
2020-12-16,SH,,
2021-04-01,SH,,
2021-08-10,SH,,
2020-09-18,SH,,
2022-08-29,SH,,
2020-08-19,SH,,
2022-05-31,SH,,
2020-12-05,SH,,
2020-11-30,SH,,
2021-06-13,SH,,
2021-10-14,SH,,
2022-08-12,SH,,
2022-05-03,SH,,
2020-11-03,SI,,
2021-02-19,SI,,
2021-02-01,SI,,
2022-06-16,SI,,
2021-02-21,SI,,
2022-02-24,SI,,
2020-07-04,SI,,
2021-11-16,SI,,
2020-12-06,SJ,,
2021-07-11,SJ,,
2020-07-22,SJ,,
2021-03-21,SJ,,
2022-08-28,SJ,,
2021-10-27,SJ,,
2022-03-03,SJ,,
2022-09-07,SJ,,
2020-07-19,SK,,
2021-07-24,SK,,
2022-03-26,SK,,
2022-03-25,SK,,
2020-08-22,SK,,
2022-06-19,SK,,
2022-02-02,SK,,
2022-01-23,SK,,
2022-03-11,SK,,
2022-04-24,SK,,
2022-08-25,SK,,
2022-05-18,SK,,
2020-08-22,SL,,
2022-07-26,SL,,
2021-01-26,SL,,
2021-01-12,SL,,
2021-04-18,SL,,
2022-04-25,SL,,
2021-09-16,SL,,
2020-08-05,SL,,
2022-05-16,SL,,
2021-06-28,SL,,
2020-12-11,SL,,
2021-05-18,SL,,
2021-08-07,SL,,
2022-08-19,SL,,
2021-04-13,SL,,
2022-05-25,SL,,
2020-10-08,SM,,
2020-09-07,SM,,
2022-04-14,SM,,
2021-06-22,SM,,
2021-05-24,SM,,
2021-05-17,SN,,
2021-01-30,SN,,
2021-11-20,SN,,
2021-06-17,SN,,
2021-04-17,SN,,
2021-08-13,SN,,
2021-10-21,SN,,
2020-07-09,SN,,
2021-07-19,SO,,
2021-08-22,SO,,
2021-11-29,SO,,
2021-10-23,SO,,
2022-01-12,SO,,
2020-12-21,SO,,
2020-08-14,SO,,
2022-08-28,SO,,
2021-04-15,SO,,
2020-10-31,SO,,
2021-11-09,SO,,
2020-10-28,SO,,
2021-11-24,SR,,
2021-10-22,SR,,
2021-01-02,SR,,
2020-07-01,SR,,
2021-01-26,SR,,
2020-12-19,SR,,
2020-07-28,SR,,
2021-10-17,SR,,
2022-07-17,SS,,
2021-01-19,SS,,
2021-09-11,SS,,
2022-08-18,SS,,
2021-10-03,SS,,
2022-02-10,SS,,
2021-09-29,SS,,
2021-12-27,SS,,
2021-05-25,SS,,
2021-07-05,SS,,
2021-11-25,SS,,
2020-11-15,SS,,
2022-04-25,SS,,
2021-02-06,ST,,
2021-03-26,ST,,
2022-02-18,ST,,
2022-06-03,ST,,
2020-09-22,ST,,
2022-05-06,ST,,
2020-12-17,ST,,
2021-07-02,ST,,
2020-11-10,ST,,
2022-02-25,ST,,
2021-09-03,SV,,
2021-11-23,SV,,
2020-12-23,SV,,
2022-05-31,SV,,
2022-08-20,SV,,
2022-02-19,SV,,
2022-07-31,SV,,
2021-01-28,SV,,
2022-09-06,SV,,
2020-11-16,SV,,
2022-02-22,SV,,
2021-11-21,SX,,
2022-07-26,SX,,
2021-06-27,SX,,
2022-08-20,SX,,
2020-07-12,SY,,
2021-11-20,SY,,
2022-09-09,SY,,
2020-07-31,SY,,
2020-09-17,SY,,
2020-08-09,SY,,
2020-11-09,SY,,
2022-03-15,SY,,
2022-02-10,SY,,
2020-07-28,SY,,
2022-06-26,SY,,
2021-07-03,SY,,
2022-07-12,SY,,
2022-09-03,SY,,
2020-09-25,SY,,
2022-01-30,SY,,
2021-11-09,SZ,,
2020-11-13,SZ,,
2020-10-02,SZ,,
2020-11-14,SZ,,
2021-08-16,SZ,,
2021-08-20,SZ,,
2022-09-16,TC,,
2022-02-23,TC,,
2022-06-10,TC,,
2020-07-14,TC,,
2022-02-15,TC,,
2021-03-05,TC,,
2022-03-08,TC,,
2021-09-09,TC,,
2022-03-30,TD,,
2021-05-22,TD,,
2020-07-10,TD,,
2020-11-07,TD,,
2022-06-20,TD,,
2021-12-15,TD,,
2020-07-01,TD,,
2021-10-11,TD,,
2020-07-18,TF,,
2022-05-21,TF,,
2022-07-12,TF,,
2021-08-18,TF,,
2022-08-16,TF,,
2020-12-16,TF,,
2021-01-08,TF,,
2020-11-24,TF,,
2021-06-28,TF,,
2022-04-16,TF,,
2021-01-19,TF,,
2022-06-30,TG,,
2020-07-04,TG,,
2021-03-21,TG,,
2020-09-29,TG,,
2022-01-09,TG,,
2021-11-20,TG,,
2020-10-26,TG,,
2021-11-01,TH,,
2022-08-31,TH,,
2022-04-06,TH,,
2022-01-06,TH,,
2022-06-22,TH,,
2022-05-16,TH,,
2022-06-30,TH,,
2021-05-11,TJ,,
2021-05-17,TJ,,
2021-09-03,TJ,,
2021-11-04,TJ,,
2020-09-22,TJ,,
2021-06-01,TJ,,
2022-02-05,TJ,,
2022-02-20,TJ,,
2021-06-07,TJ,,
2021-04-20,TJ,,
2021-08-05,TJ,,
2021-11-27,TJ,,
2021-08-08,TK,,
2021-10-27,TK,,
2021-01-11,TK,,
2021-05-13,TK,,
2021-08-24,TK,,
2022-03-09,TK,,
2022-04-15,TK,,
2020-07-24,TK,,
2020-09-20,TK,,
2021-03-26,TK,,
2021-01-04,TK,,
2021-02-15,TK,,
2022-02-13,TK,,
2022-05-02,TK,,
2021-04-10,TK,,
2021-09-09,TL,,
2021-02-25,TL,,
2020-10-24,TL,,
2021-11-11,TL,,
2022-03-13,TL,,
2021-04-04,TL,,
2020-12-23,TL,,
2022-08-27,TL,,
2022-06-30,TL,,
2022-05-04,TL,,
2022-05-12,TL,,
2021-08-31,TM,,
2020-09-29,TM,,
2022-03-26,TM,,
2021-04-27,TM,,
2022-05-19,TM,,
